Begin to read solar wind speed, IMF, AE and Dst
F16, 2013-213, 50494
F16, 2013-213, 50495
F16, 2013-213, 50496
F16, 2013-213, 50497
F16, 2013-213, 50498
F16, 2013-213, 50499
F16, 2013-213, 50500
F16, 2013-213, 50501
F16, 2013-213, 50502
F16, 2013-213, 50503
F16, 2013-214, 50504
F16, 2013-214, 50505
F16, 2013-214, 50506
F16, 2013-214, 50508
F16, 2013-214, 50509
F16, 2013-214, 50510
F16, 2013-214, 50511
F16, 2013-214, 50512
F16, 2013-214, 50513
F16, 2013-214, 50514
F16, 2013-214, 50515
F16, 2013-214, 50516
F16, 2013-214, 50517
F16, 2013-215, 50518
F16, 2013-215, 50519
F16, 2013-215, 50521
F16, 2013-215, 50522
F16, 2013-215, 50523
F16, 2013-215, 50524
F16, 2013-215, 50525
F16, 2013-215, 50526
F16, 2013-215, 50527
F16, 2013-215, 50528
F16, 2013-215, 50529
F16, 2013-215, 50530
F16, 2013-215, 50531
F16, 2013-216, 50532
F16, 2013-216, 50533
F16, 2013-216, 50534
F16, 2013-216, 50536
F16, 2013-216, 50537
F16, 2013-216, 50538
F16, 2013-216, 50539
F16, 2013-216, 50540
F16, 2013-216, 50541
F16, 2013-216, 50542
F16, 2013-216, 50543
F16, 2013-216, 50544
F16, 2013-217, 50553
F16, 2013-217, 50546
F16, 2013-217, 50547
F16, 2013-217, 50548
F16, 2013-217, 50550
F16, 2013-217, 50551
F16, 2013-217, 50552
F16, 2013-217, 50554
F16, 2013-217, 50555
F16, 2013-217, 50556
F16, 2013-217, 50557
F16, 2013-217, 50558
F16, 2013-217, 50559
F16, 2013-217, 50560
F16, 2013-218, 50561
F16, 2013-218, 50564
F16, 2013-218, 50565
F16, 2013-218, 50566
F16, 2013-218, 50567
F16, 2013-218, 50570
F16, 2013-218, 50571
F16, 2013-218, 50572
F16, 2013-218, 50573
F16, 2013-218, 50574
F16, 2013-219, 50575
F16, 2013-219, 50576
F16, 2013-219, 50578
F16, 2013-219, 50579
F16, 2013-219, 50580
F16, 2013-219, 50581
F16, 2013-219, 50582
F16, 2013-219, 50583
F16, 2013-219, 50584
F16, 2013-219, 50585
F16, 2013-219, 50586
F16, 2013-219, 50587
F16, 2013-219, 50588
F16, 2013-220, 50589
F16, 2013-220, 50590
F16, 2013-220, 50592
F16, 2013-220, 50593
F16, 2013-220, 50594
F16, 2013-220, 50595
F16, 2013-220, 50596
F16, 2013-220, 50597
F16, 2013-220, 50598
F16, 2013-220, 50599
F16, 2013-220, 50600
F16, 2013-220, 50601
F16, 2013-220, 50602
F16, 2013-221, 50603
F16, 2013-221, 50604
F16, 2013-221, 50606
F16, 2013-221, 50607
F16, 2013-221, 50608
F16, 2013-221, 50609
F16, 2013-221, 50610
F16, 2013-221, 50611
F16, 2013-221, 50612
F16, 2013-221, 50613
F16, 2013-221, 50614
F16, 2013-221, 50615
F16, 2013-221, 50616
F16, 2013-222, 50617
F16, 2013-222, 50618
F16, 2013-222, 50619
F16, 2013-222, 50621
F16, 2013-222, 50622
F16, 2013-222, 50623
F16, 2013-222, 50624
F16, 2013-222, 50625
F16, 2013-222, 50626
F16, 2013-222, 50627
F16, 2013-222, 50628
F16, 2013-222, 50629
F16, 2013-222, 50630
F16, 2013-223, 50631
F16, 2013-223, 50632
F16, 2013-223, 50633
F16, 2013-223, 50635
F16, 2013-223, 50636
F16, 2013-223, 50637
F16, 2013-223, 50638
F16, 2013-223, 50639
F16, 2013-223, 50640
F16, 2013-223, 50641
F16, 2013-223, 50642
F16, 2013-223, 50643
F16, 2013-223, 50644
F16, 2013-224, 50652
F16, 2013-224, 50645
F16, 2013-224, 50646
F16, 2013-224, 50648
F16, 2013-224, 50649
F16, 2013-224, 50650
F16, 2013-224, 50651
F16, 2013-224, 50654
F16, 2013-224, 50655
F16, 2013-224, 50656
F16, 2013-224, 50657
F16, 2013-224, 50658
F16, 2013-225, 50660
F16, 2013-225, 50662
F16, 2013-225, 50663
F16, 2013-225, 50664
F16, 2013-225, 50665
F16, 2013-225, 50666
F16, 2013-225, 50667
F16, 2013-225, 50668
F16, 2013-225, 50669
F16, 2013-225, 50670
F16, 2013-225, 50671
F16, 2013-225, 50672
F16, 2013-225, 50673
F16, 2013-226, 50674
F16, 2013-226, 50675
F16, 2013-226, 50677
F16, 2013-226, 50678
F16, 2013-226, 50679
F16, 2013-226, 50680
F16, 2013-226, 50681
F16, 2013-226, 50682
F16, 2013-226, 50683
F16, 2013-226, 50684
F16, 2013-226, 50685
F16, 2013-226, 50686
F16, 2013-226, 50687
F16, 2013-227, 50688
F16, 2013-227, 50689
F16, 2013-227, 50690
F16, 2013-227, 50691
F16, 2013-227, 50692
F16, 2013-227, 50694
F16, 2013-227, 50695
F16, 2013-227, 50696
F16, 2013-227, 50697
F16, 2013-227, 50698
F16, 2013-227, 50699
F16, 2013-227, 50700
F16, 2013-227, 50701
F16, 2013-228, 50702
F16, 2013-228, 50705
F16, 2013-228, 50706
F16, 2013-228, 50707
F16, 2013-228, 50708
F16, 2013-228, 50710
F16, 2013-228, 50712
F16, 2013-228, 50713
F16, 2013-228, 50714
F16, 2013-228, 50715
F16, 2013-229, 50716
F16, 2013-229, 50717
F16, 2013-229, 50719
F16, 2013-229, 50720
F16, 2013-229, 50721
F16, 2013-229, 50722
F16, 2013-229, 50723
F16, 2013-229, 50724
F16, 2013-229, 50725
F16, 2013-229, 50726
F16, 2013-229, 50727
F16, 2013-229, 50728
F16, 2013-229, 50729
F16, 2013-230, 50730
F16, 2013-230, 50731
F16, 2013-230, 50732
F16, 2013-230, 50734
F16, 2013-230, 50735
F16, 2013-230, 50736
F16, 2013-230, 50737
F16, 2013-230, 50738
F16, 2013-231, 50746
F16, 2013-231, 50748
F16, 2013-231, 50749
F16, 2013-231, 50750
F16, 2013-231, 50751
F16, 2013-231, 50752
F16, 2013-231, 50753
F16, 2013-231, 50754
F16, 2013-232, 50758
F16, 2013-232, 50759
F16, 2013-232, 50760
F16, 2013-232, 50762
F16, 2013-232, 50763
F16, 2013-232, 50765
F16, 2013-232, 50769
F16, 2013-232, 50770
F16, 2013-232, 50771
F16, 2013-233, 50773
F16, 2013-233, 50774
F16, 2013-233, 50776
F16, 2013-233, 50777
F16, 2013-233, 50778
F16, 2013-233, 50779
F16, 2013-233, 50780
F16, 2013-233, 50781
F16, 2013-233, 50782
F16, 2013-233, 50783
F16, 2013-233, 50784
F16, 2013-233, 50786
F16, 2013-234, 50787
F16, 2013-234, 50789
F16, 2013-234, 50790
F16, 2013-234, 50791
F16, 2013-234, 50793
F16, 2013-234, 50794
F16, 2013-234, 50795
F16, 2013-234, 50796
F16, 2013-234, 50797
F16, 2013-234, 50798
F16, 2013-234, 50799
F16, 2013-234, 50800
F16, 2013-235, 50801
F16, 2013-235, 50802
F16, 2013-235, 50804
F16, 2013-235, 50805
F16, 2013-235, 50808
F16, 2013-235, 50809
F16, 2013-235, 50810
F16, 2013-235, 50811
F16, 2013-235, 50812
F16, 2013-235, 50813
F16, 2013-235, 50814
F16, 2013-236, 50815
F16, 2013-236, 50816
F16, 2013-236, 50818
F16, 2013-236, 50819
F16, 2013-236, 50820
F16, 2013-236, 50821
F16, 2013-236, 50822
F16, 2013-236, 50823
F16, 2013-236, 50824
F16, 2013-236, 50825
F16, 2013-236, 50826
F16, 2013-236, 50827
F16, 2013-236, 50828
F16, 2013-237, 50829
F16, 2013-237, 50830
F16, 2013-237, 50832
F16, 2013-237, 50833
F16, 2013-237, 50834
F16, 2013-237, 50835
F16, 2013-237, 50836
F16, 2013-237, 50837
F16, 2013-237, 50838
F16, 2013-237, 50840
F16, 2013-237, 50841
F16, 2013-237, 50842
F16, 2013-238, 50843
F16, 2013-238, 50844
F16, 2013-238, 50846
F16, 2013-238, 50847
F16, 2013-238, 50848
F16, 2013-238, 50849
F16, 2013-238, 50850
F16, 2013-238, 50851
F16, 2013-238, 50852
F16, 2013-238, 50853
F16, 2013-238, 50854
F16, 2013-238, 50856
F16, 2013-239, 50857
F16, 2013-239, 50858
F16, 2013-239, 50860
F16, 2013-239, 50861
F16, 2013-239, 50862
F16, 2013-239, 50863
F16, 2013-239, 50864
F16, 2013-239, 50865
F16, 2013-239, 50866
F16, 2013-239, 50867
F16, 2013-239, 50868
F16, 2013-239, 50869
F16, 2013-240, 50872
F16, 2013-240, 50874
F16, 2013-240, 50875
F16, 2013-240, 50876
F16, 2013-240, 50877
F16, 2013-240, 50878
F16, 2013-240, 50879
F16, 2013-240, 50880
F16, 2013-240, 50881
F16, 2013-240, 50882
F16, 2013-240, 50883
F16, 2013-240, 50884
F16, 2013-241, 50886
F16, 2013-241, 50888
F16, 2013-241, 50889
F16, 2013-241, 50890
F16, 2013-241, 50892
F16, 2013-241, 50893
F16, 2013-241, 50894
F16, 2013-241, 50896
F16, 2013-241, 50897
F16, 2013-241, 50898
F16, 2013-241, 50899
F16, 2013-242, 50900
F16, 2013-242, 50901
F16, 2013-242, 50903
F16, 2013-242, 50904
F16, 2013-242, 50905
F16, 2013-242, 50906
F16, 2013-242, 50907
F16, 2013-242, 50908
F16, 2013-242, 50910
F16, 2013-242, 50911
F16, 2013-242, 50912
F16, 2013-242, 50913
F16, 2013-243, 50914
F16, 2013-243, 50915
F16, 2013-243, 50917
F16, 2013-243, 50918
F16, 2013-243, 50919
F16, 2013-243, 50920
F16, 2013-243, 50921
F16, 2013-243, 50922
F16, 2013-243, 50923
F16, 2013-243, 50924
F16, 2013-243, 50925
F16, 2013-244, 50928
F16, 2013-244, 50929
F16, 2013-244, 50931
F16, 2013-244, 50932
F16, 2013-244, 50934
F16, 2013-244, 50935
F16, 2013-244, 50936
F16, 2013-244, 50937
F16, 2013-244, 50938
F16, 2013-244, 50939
F16, 2013-244, 50940
F16, 2013-244, 50941
F16, 2013-245, 50942
F16, 2013-245, 50943
F16, 2013-245, 50945
F16, 2013-245, 50946
F16, 2013-245, 50947
F16, 2013-245, 50948
F16, 2013-245, 50950
F16, 2013-245, 50952
F16, 2013-245, 50953
F16, 2013-245, 50954
F16, 2013-245, 50955
F16, 2013-246, 50956
F16, 2013-246, 50957
F16, 2013-246, 50958
F16, 2013-246, 50960
F16, 2013-246, 50961
F16, 2013-246, 50962
F16, 2013-246, 50963
F16, 2013-246, 50964
F16, 2013-246, 50965
F16, 2013-246, 50966
F16, 2013-246, 50967
F16, 2013-246, 50968
F16, 2013-246, 50969
F16, 2013-247, 50970
F16, 2013-247, 50971
F16, 2013-247, 50973
F16, 2013-247, 50974
F16, 2013-247, 50975
F16, 2013-247, 50976
F16, 2013-247, 50977
F16, 2013-247, 50978
F16, 2013-247, 50979
F16, 2013-247, 50980
F16, 2013-247, 50981
F16, 2013-247, 50982
F16, 2013-247, 50983
F16, 2013-248, 50991
F16, 2013-248, 50984
F16, 2013-248, 50985
F16, 2013-248, 50986
F16, 2013-248, 50988
F16, 2013-248, 50989
F16, 2013-248, 50990
F16, 2013-248, 50992
F16, 2013-248, 50993
F16, 2013-248, 50994
F16, 2013-248, 50995
F16, 2013-248, 50996
F16, 2013-248, 50997
F16, 2013-248, 50998
F16, 2013-249, 50999
F16, 2013-249, 51000
F16, 2013-249, 51002
F16, 2013-249, 51003
F16, 2013-249, 51004
F16, 2013-249, 51005
F16, 2013-249, 51006
F16, 2013-249, 51007
F16, 2013-249, 51008
F16, 2013-249, 51009
F16, 2013-249, 51010
F16, 2013-249, 51011
F16, 2013-249, 51012
F16, 2013-250, 51013
F16, 2013-250, 51014
F16, 2013-250, 51016
F16, 2013-250, 51017
F16, 2013-250, 51018
F16, 2013-250, 51019
F16, 2013-250, 51020
F16, 2013-250, 51021
F16, 2013-250, 51022
F16, 2013-250, 51023
F16, 2013-250, 51026
F16, 2013-251, 51027
F16, 2013-251, 51028
F16, 2013-251, 51030
F16, 2013-251, 51031
F16, 2013-251, 51033
F16, 2013-251, 51034
F16, 2013-251, 51035
F16, 2013-251, 51037
F16, 2013-251, 51038
F16, 2013-251, 51039
F16, 2013-251, 51040
F16, 2013-252, 51041
F16, 2013-252, 51042
F16, 2013-252, 51043
F16, 2013-252, 51045
F16, 2013-252, 51046
F16, 2013-252, 51047
F16, 2013-252, 51048
F16, 2013-252, 51049
F16, 2013-252, 51050
F16, 2013-252, 51051
F16, 2013-252, 51053
F16, 2013-252, 51054
F16, 2013-253, 51055
F16, 2013-253, 51056
F16, 2013-253, 51057
F16, 2013-253, 51060
F16, 2013-253, 51061
F16, 2013-253, 51062
F16, 2013-253, 51063
F16, 2013-253, 51064
F16, 2013-253, 51065
F16, 2013-253, 51066
F16, 2013-253, 51067
F16, 2013-253, 51068
F16, 2013-254, 51069
F16, 2013-254, 51070
F16, 2013-254, 51071
F16, 2013-254, 51073
F16, 2013-254, 51074
F16, 2013-254, 51076
F16, 2013-254, 51077
F16, 2013-254, 51079
F16, 2013-254, 51080
F16, 2013-254, 51081
F16, 2013-254, 51082
F16, 2013-255, 51083
F16, 2013-255, 51085
F16, 2013-255, 51087
F16, 2013-255, 51089
F16, 2013-255, 51090
F16, 2013-255, 51091
F16, 2013-255, 51094
F16, 2013-255, 51095
F16, 2013-255, 51096
F16, 2013-256, 51104
F16, 2013-256, 51097
F16, 2013-256, 51098
F16, 2013-256, 51099
F16, 2013-256, 51100
F16, 2013-256, 51101
F16, 2013-256, 51103
F16, 2013-256, 51105
F16, 2013-256, 51106
F16, 2013-256, 51107
F16, 2013-256, 51108
F16, 2013-256, 51109
F16, 2013-256, 51110
F16, 2013-256, 51111
F16, 2013-257, 51112
F16, 2013-257, 51113
F16, 2013-257, 51114
F16, 2013-257, 51116
F16, 2013-257, 51117
F16, 2013-257, 51118
F16, 2013-257, 51119
F16, 2013-257, 51120
F16, 2013-257, 51121
F16, 2013-257, 51122
F16, 2013-257, 51124
F16, 2013-257, 51125
F16, 2013-258, 51126
F16, 2013-258, 51127
F16, 2013-258, 51128
F16, 2013-258, 51129
F16, 2013-258, 51131
F16, 2013-258, 51132
F16, 2013-258, 51133
F16, 2013-258, 51134
F16, 2013-258, 51135
F16, 2013-258, 51136
F16, 2013-258, 51137
F16, 2013-258, 51138
F16, 2013-258, 51139
F16, 2013-259, 51140
F16, 2013-259, 51141
F16, 2013-259, 51142
F16, 2013-259, 51144
F16, 2013-259, 51145
F16, 2013-259, 51146
F16, 2013-259, 51147
F16, 2013-259, 51148
F16, 2013-259, 51149
F16, 2013-259, 51150
F16, 2013-260, 51154
F16, 2013-260, 51155
F16, 2013-260, 51156
F16, 2013-260, 51158
F16, 2013-260, 51160
F16, 2013-260, 51161
F16, 2013-260, 51162
F16, 2013-260, 51164
F16, 2013-260, 51165
F16, 2013-260, 51166
F16, 2013-261, 51167
F16, 2013-261, 51168
F16, 2013-261, 51172
F16, 2013-261, 51174
F16, 2013-261, 51175
F16, 2013-261, 51178
F16, 2013-261, 51179
F16, 2013-261, 51180
F16, 2013-262, 51184
F16, 2013-262, 51186
F16, 2013-262, 51188
F16, 2013-262, 51189
F16, 2013-262, 51190
F16, 2013-262, 51191
F16, 2013-262, 51192
F16, 2013-262, 51193
F16, 2013-262, 51194
F16, 2013-263, 51196
F16, 2013-263, 51197
F16, 2013-263, 51198
F16, 2013-263, 51200
F16, 2013-263, 51202
F16, 2013-263, 51203
F16, 2013-263, 51204
F16, 2013-263, 51205
F16, 2013-263, 51206
F16, 2013-263, 51207
F16, 2013-263, 51208
F16, 2013-263, 51209
F16, 2013-264, 51217
F16, 2013-264, 51210
F16, 2013-264, 51211
F16, 2013-264, 51212
F16, 2013-264, 51213
F16, 2013-264, 51214
F16, 2013-264, 51216
F16, 2013-264, 51218
F16, 2013-264, 51219
F16, 2013-264, 51220
F16, 2013-264, 51221
F16, 2013-264, 51222
F16, 2013-264, 51223
F16, 2013-264, 51224
F16, 2013-265, 51225
F16, 2013-265, 51226
F16, 2013-265, 51227
F16, 2013-265, 51228
F16, 2013-265, 51230
F16, 2013-265, 51231
F16, 2013-265, 51232
F16, 2013-265, 51233
F16, 2013-265, 51235
F16, 2013-265, 51236
F16, 2013-265, 51237
F16, 2013-265, 51238
F16, 2013-266, 51239
F16, 2013-266, 51240
F16, 2013-266, 51241
F16, 2013-266, 51242
F16, 2013-266, 51243
F16, 2013-266, 51244
F16, 2013-266, 51246
F16, 2013-266, 51247
F16, 2013-266, 51248
F16, 2013-266, 51249
F16, 2013-266, 51250
F16, 2013-266, 51251
F16, 2013-266, 51252
F16, 2013-267, 51253
F16, 2013-267, 51254
F16, 2013-267, 51255
F16, 2013-267, 51256
F16, 2013-267, 51257
F16, 2013-267, 51259
F16, 2013-267, 51260
F16, 2013-267, 51264
F16, 2013-267, 51265
F16, 2013-267, 51266
F16, 2013-268, 51267
F16, 2013-268, 51268
F16, 2013-268, 51269
F16, 2013-268, 51271
F16, 2013-268, 51273
F16, 2013-268, 51274
F16, 2013-268, 51275
F16, 2013-268, 51276
F16, 2013-268, 51277
F16, 2013-268, 51279
F16, 2013-268, 51280
F16, 2013-269, 51281
F16, 2013-269, 51283
F16, 2013-269, 51285
F16, 2013-269, 51286
F16, 2013-269, 51287
F16, 2013-269, 51288
F16, 2013-269, 51289
F16, 2013-269, 51290
F16, 2013-269, 51291
F16, 2013-269, 51292
F16, 2013-269, 51293
F16, 2013-269, 51294
F16, 2013-270, 51295
F16, 2013-270, 51296
F16, 2013-270, 51297
F16, 2013-270, 51299
F16, 2013-270, 51300
F16, 2013-270, 51301
F16, 2013-270, 51302
F16, 2013-270, 51303
F16, 2013-270, 51304
F16, 2013-270, 51305
F16, 2013-270, 51306
F16, 2013-270, 51307
F16, 2013-270, 51308
F16, 2013-271, 51316
F16, 2013-271, 51309
F16, 2013-271, 51311
F16, 2013-271, 51313
F16, 2013-271, 51314
F16, 2013-271, 51315
F16, 2013-271, 51317
F16, 2013-271, 51318
F16, 2013-271, 51319
F16, 2013-271, 51320
F16, 2013-271, 51321
F16, 2013-271, 51322
F16, 2013-272, 51324
F16, 2013-272, 51325
F16, 2013-272, 51326
F16, 2013-272, 51327
F16, 2013-272, 51329
F16, 2013-272, 51330
F16, 2013-272, 51332
F16, 2013-272, 51333
F16, 2013-272, 51334
F16, 2013-272, 51335
F16, 2013-272, 51336
F16, 2013-272, 51337
F16, 2013-273, 51338
F16, 2013-273, 51339
F16, 2013-273, 51340
F16, 2013-273, 51341
F16, 2013-273, 51343
F16, 2013-273, 51344
F16, 2013-273, 51345
F16, 2013-273, 51346
F16, 2013-273, 51347
F16, 2013-273, 51348
F16, 2013-273, 51349
F16, 2013-273, 51350
F16, 2013-273, 51351
F16, 2013-274, 51352
F16, 2013-274, 51353
F16, 2013-274, 51354
F16, 2013-274, 51356
F16, 2013-274, 51357
F16, 2013-274, 51358
F16, 2013-274, 51359
F16, 2013-274, 51360
F16, 2013-274, 51361
F16, 2013-274, 51362
F16, 2013-274, 51363
F16, 2013-274, 51364
F16, 2013-274, 51365
F16, 2013-275, 51366
F16, 2013-275, 51367
F16, 2013-275, 51368
F16, 2013-275, 51370
F16, 2013-275, 51371
F16, 2013-275, 51372
F16, 2013-275, 51373
F16, 2013-275, 51374
F16, 2013-275, 51375
F16, 2013-275, 51376
F16, 2013-275, 51377
F16, 2013-275, 51378
F16, 2013-275, 51379
F16, 2013-276, 51380
F16, 2013-276, 51382
F16, 2013-276, 51384
F16, 2013-276, 51386
F16, 2013-276, 51387
F16, 2013-276, 51388
F16, 2013-276, 51389
F16, 2013-276, 51391
F16, 2013-276, 51392
F16, 2013-276, 51393
F16, 2013-277, 51394
F16, 2013-277, 51395
F16, 2013-277, 51396
F16, 2013-277, 51398
F16, 2013-277, 51400
F16, 2013-277, 51401
F16, 2013-277, 51402
F16, 2013-277, 51403
F16, 2013-277, 51404
F16, 2013-277, 51405
F16, 2013-277, 51406
F16, 2013-277, 51407
F16, 2013-278, 51408
F16, 2013-278, 51409
F16, 2013-278, 51410
F16, 2013-278, 51412
F16, 2013-278, 51413
F16, 2013-278, 51414
F16, 2013-278, 51415
F16, 2013-278, 51416
F16, 2013-278, 51418
F16, 2013-278, 51420
F16, 2013-278, 51421
F16, 2013-279, 51422
F16, 2013-279, 51423
F16, 2013-279, 51424
F16, 2013-279, 51426
F16, 2013-279, 51428
F16, 2013-279, 51429
F16, 2013-279, 51430
F16, 2013-279, 51431
F16, 2013-279, 51432
F16, 2013-279, 51433
F16, 2013-279, 51434
F16, 2013-280, 51437
F16, 2013-280, 51438
F16, 2013-280, 51439
F16, 2013-280, 51440
F16, 2013-280, 51442
F16, 2013-280, 51443
F16, 2013-280, 51444
F16, 2013-280, 51445
F16, 2013-280, 51446
F16, 2013-280, 51447
F16, 2013-280, 51448
F16, 2013-280, 51449
F16, 2013-280, 51450
F16, 2013-281, 51451
F16, 2013-281, 51452
F16, 2013-281, 51453
F16, 2013-281, 51455
F16, 2013-281, 51456
F16, 2013-281, 51457
F16, 2013-281, 51458
F16, 2013-281, 51459
F16, 2013-281, 51460
F16, 2013-281, 51461
F16, 2013-281, 51462
F16, 2013-281, 51463
F16, 2013-281, 51464
F16, 2013-282, 51465
F16, 2013-282, 51468
F16, 2013-282, 51469
F16, 2013-282, 51470
F16, 2013-282, 51471
F16, 2013-282, 51472
F16, 2013-282, 51473
F16, 2013-282, 51474
F16, 2013-282, 51475
F16, 2013-282, 51476
F16, 2013-282, 51477
F16, 2013-282, 51478
F16, 2013-283, 51479
F16, 2013-283, 51480
F16, 2013-283, 51481
F16, 2013-283, 51483
F16, 2013-283, 51484
F16, 2013-283, 51485
F16, 2013-283, 51486
F16, 2013-283, 51487
F16, 2013-283, 51488
F16, 2013-283, 51489
F16, 2013-283, 51490
F16, 2013-283, 51491
F16, 2013-283, 51492
F16, 2013-284, 51493
F16, 2013-284, 51495
F16, 2013-284, 51497
F16, 2013-284, 51498
F16, 2013-284, 51499
F16, 2013-284, 51500
F16, 2013-284, 51501
F16, 2013-284, 51502
F16, 2013-284, 51503
F16, 2013-284, 51504
F16, 2013-284, 51505
F16, 2013-284, 51506
F16, 2013-285, 51507
F16, 2013-285, 51508
F16, 2013-285, 51509
F16, 2013-285, 51513
F16, 2013-285, 51514
F16, 2013-285, 51515
F16, 2013-285, 51516
F16, 2013-285, 51517
F16, 2013-285, 51518
F16, 2013-285, 51519
F16, 2013-285, 51520
F16, 2013-286, 51521
F16, 2013-286, 51522
F16, 2013-286, 51523
F16, 2013-286, 51525
F16, 2013-286, 51527
F16, 2013-286, 51528
F16, 2013-286, 51529
F16, 2013-286, 51530
F16, 2013-286, 51531
F16, 2013-286, 51532
F16, 2013-286, 51533
F16, 2013-286, 51534
F16, 2013-287, 51535
F16, 2013-287, 51536
F16, 2013-287, 51537
F16, 2013-287, 51539
F16, 2013-287, 51540
F16, 2013-287, 51542
F16, 2013-287, 51543
F16, 2013-287, 51544
F16, 2013-287, 51546
F16, 2013-287, 51547
F16, 2013-287, 51548
F16, 2013-288, 51550
F16, 2013-288, 51551
F16, 2013-288, 51552
F16, 2013-288, 51553
F16, 2013-288, 51555
F16, 2013-288, 51556
F16, 2013-288, 51557
F16, 2013-288, 51558
F16, 2013-288, 51559
F16, 2013-288, 51560
F16, 2013-288, 51561
F16, 2013-288, 51562
F16, 2013-288, 51563
F16, 2013-289, 51564
F16, 2013-289, 51565
F16, 2013-289, 51566
F16, 2013-289, 51567
F16, 2013-289, 51569
F16, 2013-289, 51570
F16, 2013-289, 51571
F16, 2013-289, 51572
F16, 2013-289, 51573
F16, 2013-289, 51574
F16, 2013-289, 51575
F16, 2013-289, 51576
F16, 2013-289, 51577
F16, 2013-290, 51578
F16, 2013-290, 51579
F16, 2013-290, 51580
F16, 2013-290, 51582
F16, 2013-290, 51583
F16, 2013-290, 51584
F16, 2013-290, 51585
F16, 2013-290, 51586
F16, 2013-290, 51587
F16, 2013-290, 51588
F16, 2013-290, 51589
F16, 2013-290, 51590
F16, 2013-290, 51591
F16, 2013-291, 51592
F16, 2013-291, 51593
F16, 2013-291, 51594
F16, 2013-291, 51596
F16, 2013-291, 51597
F16, 2013-291, 51598
F16, 2013-291, 51599
F16, 2013-291, 51600
F16, 2013-291, 51601
F16, 2013-291, 51602
F16, 2013-291, 51603
F16, 2013-291, 51604
F16, 2013-291, 51605
F16, 2013-292, 51606
F16, 2013-292, 51607
F16, 2013-292, 51608
F16, 2013-292, 51609
F16, 2013-292, 51610
F16, 2013-292, 51612
F16, 2013-292, 51613
F16, 2013-292, 51614
F16, 2013-292, 51615
F16, 2013-292, 51617
F16, 2013-292, 51618
F16, 2013-292, 51619
F16, 2013-293, 51620
F16, 2013-293, 51621
F16, 2013-293, 51623
F16, 2013-293, 51624
F16, 2013-293, 51626
F16, 2013-293, 51627
F16, 2013-293, 51629
F16, 2013-293, 51630
F16, 2013-293, 51632
F16, 2013-293, 51633
F16, 2013-294, 51634
F16, 2013-294, 51635
F16, 2013-294, 51636
F16, 2013-294, 51638
F16, 2013-294, 51640
F16, 2013-294, 51641
F16, 2013-294, 51642
F16, 2013-294, 51643
F16, 2013-294, 51644
F16, 2013-295, 51655
F16, 2013-295, 51648
F16, 2013-295, 51650
F16, 2013-295, 51652
F16, 2013-295, 51654
F16, 2013-295, 51656
F16, 2013-295, 51659
F16, 2013-295, 51660
F16, 2013-295, 51661
F16, 2013-296, 51663
F16, 2013-296, 51664
F16, 2013-296, 51665
F16, 2013-296, 51666
F16, 2013-296, 51668
F16, 2013-296, 51669
F16, 2013-296, 51670
F16, 2013-296, 51671
F16, 2013-296, 51672
F16, 2013-296, 51673
F16, 2013-296, 51674
F16, 2013-296, 51675
F16, 2013-296, 51676
F16, 2013-297, 51677
F16, 2013-297, 51678
F16, 2013-297, 51679
F16, 2013-297, 51681
F16, 2013-297, 51682
F16, 2013-297, 51683
F16, 2013-297, 51684
F16, 2013-297, 51685
F16, 2013-297, 51686
F16, 2013-297, 51687
F16, 2013-297, 51688
F16, 2013-297, 51689
F16, 2013-297, 51690
F16, 2013-298, 51691
F16, 2013-298, 51692
F16, 2013-298, 51693
F16, 2013-298, 51695
F16, 2013-298, 51696
F16, 2013-298, 51697
F16, 2013-298, 51698
F16, 2013-298, 51699
F16, 2013-298, 51700
F16, 2013-298, 51701
F16, 2013-298, 51702
F16, 2013-298, 51703
F16, 2013-298, 51704
F16, 2013-299, 51705
F16, 2013-299, 51706
F16, 2013-299, 51707
F16, 2013-299, 51709
F16, 2013-299, 51710
F16, 2013-299, 51711
F16, 2013-299, 51712
F16, 2013-299, 51713
F16, 2013-299, 51714
F16, 2013-299, 51715
F16, 2013-299, 51716
F16, 2013-299, 51717
F16, 2013-299, 51718
F16, 2013-300, 51719
F16, 2013-300, 51720
F16, 2013-300, 51722
F16, 2013-300, 51723
F16, 2013-300, 51724
F16, 2013-300, 51725
F16, 2013-300, 51726
F16, 2013-300, 51727
F16, 2013-300, 51728
F16, 2013-300, 51729
F16, 2013-300, 51730
F16, 2013-300, 51731
F16, 2013-300, 51732
F16, 2013-301, 51733
F16, 2013-301, 51734
F16, 2013-301, 51735
F16, 2013-301, 51737
F16, 2013-301, 51739
F16, 2013-301, 51740
F16, 2013-301, 51741
F16, 2013-301, 51743
F16, 2013-301, 51744
F16, 2013-301, 51745
F16, 2013-301, 51746
F16, 2013-302, 51749
F16, 2013-302, 51750
F16, 2013-302, 51751
F16, 2013-302, 51753
F16, 2013-302, 51754
F16, 2013-302, 51755
F16, 2013-302, 51756
F16, 2013-302, 51757
F16, 2013-302, 51758
F16, 2013-302, 51759
F16, 2013-302, 51760
F16, 2013-303, 51761
F16, 2013-303, 51762
F16, 2013-303, 51763
F16, 2013-303, 51767
